"sourceId","IDtype"
"14253342","pubchem"
"14257","pubchem"
"142577","chebi"
"142585","chemspider"
"14259008","pubchem"
"14260","pubchem"
"14263","pubchem"
"142638","chemspider"
"14265","chemspider"
"14266","chemspider"
"142678","entrez"
"142679","entrez"
"142680","entrez"
"142684","entrez"
"142685","entrez"
"142686","entrez"
"142689","entrez"
"1427","chebi"
"14274616","pubchem"
"14274981","pubchem"
"14275229","pubchem"
"14275341","pubchem"
"14275352","pubchem"
"14275359","pubchem"
"14275365","pubchem"
"14275367","pubchem"
"14275369","pubchem"
"14275371","pubchem"
"14275390","pubchem"
"14275403","pubchem"
"14275409","pubchem"
"14275411","pubchem"
"142759","chemspider"
"1428","entrez"
"142806","chebi"
"142827","entrez"
"14282765","pubchem"
"14283260","pubchem"
"14284576","pubchem"
"14284578","pubchem"
"14284588","pubchem"
"14284610","pubchem"
"14286","pubchem"
"14289","pubchem"
"142891","entrez"
"1429","entrez"
"142910","entrez"
"142940","entrez"
"14295","pubchem"
"14296","pubchem"
"142966","pubchem"
"14298727","chemspider"
"14299601","pubchem"
"14299609","pubchem"
"14299935","pubchem"
"143","entrez"
"143026","chemspider"
"143051","chemspider"
"143058","chemspider"
"14306907","chemspider"
"14309735","pubchem"
"1431","entrez"
"14311149","pubchem"
"14311158","pubchem"
"14311739","pubchem"
"14312","chemspider"
"143187","entrez"
"14319","chemspider"
"1432","entrez"
"143244","entrez"
"143279","entrez"
"143282","entrez"
"14332664","chemspider"
"14332897","pubchem"
"14332898","pubchem"
"14332899","pubchem"
"143345","pubchem"
"14335","pubchem"
"1434","entrez"
"14340","chemspider"
"143417","chemspider"
"143425","entrez"
"14344497","pubchem"
"14345562","pubchem"
"14345564","pubchem"
"14345581","pubchem"
"14345589","pubchem"
"143471","entrez"
"14349486","pubchem"
"143496","entrez"
"1435","entrez"
"14350","pubchem"
"143502","entrez"
"143503","entrez"
"14351762","chemspider"
"14352555","pubchem"
"14353343","pubchem"
"14353376","pubchem"
"14353457","pubchem"
"143544","chemspider"
"14356144","pubchem"
"14356986","chemspider"
"1436","entrez"
"143612","chebi"
"143619","chemspider"
"143630","entrez"
"14363437","pubchem"
"143643","chemspider"
"14366","chemspider"
"143662","entrez"
"143686","entrez"
"143689","entrez"
"1437","entrez"
"14375","chemspider"
"143757","chemspider"
"14376","chemspider"
"14376403","pubchem"
"14376438","pubchem"
"143793","chemspider"
"14379528","pubchem"
"1438","entrez"
"14381","chemspider"
"143872","entrez"
"14388","chemspider"
"1439","entrez"
"14390011","pubchem"
"143903","entrez"
"14391671","pubchem"
"14392758","pubchem"
"14395299","pubchem"
"14396469","pubchem"
"143990","pubchem"
"144","pubchem"
"1440","entrez"
"14401","chemspider"
"14403","pubchem"
"14405350","chemspider"
"14409079","pubchem"
"14409592","pubchem"
"1441","entrez"
"144124","entrez"
"144125","entrez"
"14412546","pubchem"
"144165","entrez"
"14417","chemspider"
"14419279","chemspider"
"144193","entrez"
"144195","entrez"
"1442","entrez"
"14421","pubchem"
"144236","chemspider"
"144245","entrez"
"144246","chemspider"
"14425","pubchem"
"14427359","pubchem"
"14427372","pubchem"
"14427389","pubchem"
"14429402","pubchem"
"14429495","pubchem"
"1443","entrez"
"144311","chemspider"
"144320","chemspider"
"14433071","pubchem"
"144333","chemspider"
"144348","entrez"
"144358","chemspider"
"144359","chemspider"
"144360","chemspider"
"144400","chemspider"
"144402","entrez"
"14440539","pubchem"
"144412","chemspider"
"144416","chemspider"
"14443195","chemspider"
"14443308","pubchem"
"144453","entrez"
"144455","entrez"
"144469","chemspider"
"1445","entrez"
"144501","entrez"
"144508","chemspider"
"144522","chemspider"
"144573","chemspider"
"1446","entrez"
"144601","chemspider"
"14462","pubchem"
"14463134","pubchem"
"14463142","pubchem"
"14463145","pubchem"
"144646","chebi"
"14464643","pubchem"
"144647","chebi"
"144699","entrez"
"1447","entrez"
"144715","entrez"
"14475","chemspider"
"14475217","pubchem"
"1448","entrez"
"14481286","chemspider"
"144813","chemspider"
"144844","chemspider"
"14484690","pubchem"
"14487442","chemspider"
"14487957","pubchem"
"144886","chemspider"
"14489","pubchem"
"1449","chebi"
"14490","pubchem"
"14491","pubchem"
"14492422","pubchem"
"14493","pubchem"
"144959","chemspider"
"14496796","chemspider"
"144983","entrez"
"145-13-1","cas"
"145018","chemspider"
"14503","pubchem"
"14504","pubchem"
"145043","chemspider"
"14505","pubchem"
"14505435","pubchem"
"14506473","pubchem"
"14506482","pubchem"
"145068","pubchem"
"145071","chemspider"
"14511","pubchem"
"145115","chemspider"
"14512","chemspider"
"14513","pubchem"
"14514","pubchem"
"145148","chemspider"
"145173","entrez"
"14517734","chemspider"
"14517736","chemspider"
"1452","entrez"
"14520363","pubchem"
"14520967","pubchem"
"14520989","pubchem"
"14520995","pubchem"
"14521014","pubchem"
"14521083","pubchem"
"145226","entrez"
"14524443","pubchem"
"14525","pubchem"
"14526072","pubchem"
"14526957","pubchem"
"14529","pubchem"
"1453","entrez"
"14530","pubchem"
"14533","chemspider"
"14533147","chemspider"
"14535","chemspider"
"14537343","pubchem"
"145389","entrez"
"14539879","pubchem"
"14539881","pubchem"
"14539883","pubchem"
"14539884","pubchem"
"14539910","pubchem"
"1454","entrez"
"14540699","pubchem"
"14540702","pubchem"
"14542258","pubchem"
"14543489","pubchem"
"14544211","pubchem"
"145482","entrez"
"1455","entrez"
"14553555","pubchem"
"145553","entrez"
"14556176","pubchem"
"14557102","pubchem"
"14557105","pubchem"
"14558383","pubchem"
"1456","entrez"
"145659","pubchem"
"14566","pubchem"
"14567499","chemspider"
"145690","chemspider"
"1457","entrez"
"145729","pubchem"
"14573623","chemspider"
"145742","pubchem"
"145745","pubchem"
"145752","chemspider"
"14575386","chemspider"
"14578523","chemspider"
"145815","pubchem"
"14582873","chemspider"
"14582881","chemspider"
"14582884","chemspider"
"14582886","chemspider"
"14583632","pubchem"
"14584","pubchem"
"14585506","pubchem"
"145858","pubchem"
"145864","entrez"
"14589063","pubchem"
"145893","chemspider"
"1459","entrez"
"145900","pubchem"
"14592","pubchem"
"145957","entrez"
"14597","chebi"
"14597914","pubchem"
"14598","chemspider"
"146","entrez"
"146-91-8","cas"
"1460","entrez"
"14602054","chemspider"
"14602060","chemspider"
"14602061","chemspider"
"14604074","pubchem"
"14604077","pubchem"
"14604078","pubchem"
"14604080","pubchem"
"14604081","pubchem"
"146057","entrez"
"14605929","chemspider"
"14607984","pubchem"
"146093","pubchem"
"1461","chebi"
"14610541","pubchem"
"14613","chemspider"
"14614417","pubchem"
"146146","chemspider"
"146167","pubchem"
"146183","entrez"
"146197","chemspider"
"146198","entrez"
"1462","entrez"
"1463","entrez"
"146302","pubchem"
"14630497","pubchem"
"14630605","chemspider"
"146326","chemspider"
"14632996","pubchem"
"14632997","pubchem"
"146330","entrez"
"14633005","pubchem"
"146385","chebi"
"14639","chemspider"
"1464","entrez"
"146433","entrez"
"146434","entrez"
"14648","chebi"
"146487","pubchem"
"14649","chebi"
"1465","entrez"
"14653","chemspider"
"146540","entrez"
"146542","entrez"
"146570","pubchem"
"146579","chemspider"
"146586","pubchem"
"146647","chemspider"
"14665","chemspider"
"146664","entrez"
"146693","chemspider"
"1467","chebi"
"14671060","pubchem"
"146712","entrez"
"146722","entrez"
"146727","chebi"
"146730","chemspider"
"146751","chemspider"
"146754","entrez"
"14675765","chemspider"
"146760","entrez"
"14677","pubchem"
"146798","pubchem"
"1468","entrez"
"14680","chemspider"
"146802","entrez"
"14680593","pubchem"
"146808","pubchem"
"14682370","pubchem"
"146843","chemspider"
"146850","entrez"
"146861","chemspider"
"14686812","chemspider"
"146885","pubchem"
"146888","chemspider"
"146894","entrez"
"1469","entrez"
"146909","entrez"
"146928","chemspider"
"146956","entrez"
"146972","chemspider"
"14697812","chemspider"
"147","entrez"
"147-85-3","cas"
"1470","entrez"
"14700","chemspider"
"147004","pubchem"
"14702537","pubchem"
"14704357","pubchem"
"14704521","pubchem"
"14709","chemspider"
"147097","chemspider"
"1471","entrez"
"147111","entrez"
"147138","chebi"
"147179","entrez"
"147183","entrez"
"1472","entrez"
"147261","chebi"
"147265","chebi"
"147288","chemspider"
"147299","pubchem"
"1473","entrez"
"14730796","pubchem"
"14730864","pubchem"
"147311","pubchem"
"147312","chemspider"
"14731274","chemspider"
"147323","entrez"
"147326","pubchem"
"14733157","chemspider"
"14737","chebi"
"147409","entrez"
"14749615","chemspider"
"14749748","chemspider"
"1475","entrez"
"14750","chebi"
"14753","chemspider"
"14753148","pubchem"
"14757","chemspider"
"14757419","pubchem"
"14759338","pubchem"
"1476","entrez"
"147620","chemspider"
"147621","pubchem"
"14764557","chemspider"
"147657","entrez"
"147665","chemspider"
"147675","chebi"
"14768","chemspider"
"147686","entrez"
"147687","entrez"
"147689","chemspider"
"147694","entrez"
"147699","entrez"
"1477","entrez"
"147700","entrez"
"147719","entrez"
"147725","chemspider"
"147741","entrez"
"147746","entrez"
"147762","chemspider"
"147770","chemspider"
"147779","chemspider"
"14779021","pubchem"
"14779505","pubchem"
"1478","entrez"
"147826","chemspider"
"147828","chemspider"
"147837","entrez"
"147841","entrez"
"14785","chemspider"
"14787358","chemspider"
"147899","pubchem"
"1479","entrez"
"147905","chemspider"
"147912","pubchem"
"14792","chemspider"
"147923","entrez"
"147929","entrez"
"147938","chemspider"
"147942","chemspider"
"147945","entrez"
"147948","entrez"
"147949","entrez"
"147968","entrez"
"14797235","chemspider"
"148","entrez"
"1480","chebi"
"148022","entrez"
"14804150","pubchem"
"148056","chemspider"
"14807364","pubchem"
"148103","entrez"
"148120","chemspider"
"148124","pubchem"
"14814","chemspider"
"14815","chemspider"
"148156","entrez"
"148170","entrez"
"148192","pubchem"
"148197","pubchem"
"1482","entrez"
"148206","entrez"
"148211","pubchem"
"148213","entrez"
"148224","chemspider"
"148229","entrez"
"148245","chemspider"
"148252","entrez"
"148254","entrez"
"14825498","pubchem"
"14825856","pubchem"
"14825857","pubchem"
"148266","entrez"
"148268","entrez"
"148269","chemspider"
"14827985","pubchem"
"148281","entrez"
"1483","pubchem"
"148313","chemspider"
"148327","entrez"
"14837","chemspider"
"14837639","pubchem"
"148381","pubchem"
"148386","chemspider"
"14840","chemspider"
"148400","chemspider"
"14841120","pubchem"
"14841185","pubchem"
"14841532","pubchem"
"14844436","pubchem"
"14845503","pubchem"
"14846","chemspider"
"148480","chemspider"
"14848627","chemspider"
"148508","chemspider"
"148523","entrez"
"148535","pubchem"
"148540","chemspider"
"148581","entrez"
"1486","pubchem"
"14860554","chemspider"
"14860559","chemspider"
"14861214","pubchem"
"14861229","pubchem"
"148618","chemspider"
"14863276","pubchem"
"14864259","pubchem"
"14865502","pubchem"
"14865845","pubchem"
"14868260","pubchem"
"148697","chebi"
"1487","entrez"
"148708","pubchem"
"148710","pubchem"
"148738","entrez"
"14875-96-8","cas"
"14877720","chemspider"
"14878","pubchem"
"148789","entrez"
"1488","entrez"
"148821","pubchem"
"148822","pubchem"
"148830","chemspider"
"148867","entrez"
"14887606","pubchem"
"14888","chemspider"
"14889","chemspider"
"14889607","pubchem"
"14889929","pubchem"
"1489","entrez"
"14890565","pubchem"
"14893473","pubchem"
"14896","pubchem"
"148991","chemspider"
"149","chemspider"
"1490","entrez"
"14900","pubchem"
"14901051","chemspider"
"149018","entrez"
"14902","chemspider"
"149026","chemspider"
"149031","chebi"
"149055","chemspider"
"149096","pubchem"
"1491","entrez"
"149111","entrez"
"149163","chemspider"
"149186","pubchem"
"1492-08-6","cas"
"149226","chebi"
"149233","entrez"
"14923529","chemspider"
"14925","pubchem"
"149280","chemspider"
"149281","entrez"
"1493","entrez"
"14935224","chemspider"
"149356","chemspider"
"149371","entrez"
"14942","pubchem"
"14946","chemspider"
"149461","entrez"
"149476","chemspider"
"14948","chemspider"
"14949","chebi"
"1495","entrez"
"14950","pubchem"
"149543","chemspider"
"149547","pubchem"
"1496","entrez"
"149637","chemspider"
"14964823","chemspider"
"149653","chemspider"
"14967604","chemspider"
"14968868","pubchem"
"14969","pubchem"
"1497","entrez"
"149713","chebi"
"149714","chebi"
"149724","chebi"
"14978448","chemspider"
"14978449","chemspider"
"149828","chemspider"
"149836","chebi"
"14985","pubchem"
"149850","pubchem"
"14986","pubchem"
"149869","chebi"
"1499","entrez"
"149913","chemspider"
"149914","chemspider"
"14993148","chemspider"
"149951","entrez"
"149954","entrez"
"149956","chemspider"
"149962","chemspider"
"149998","entrez"
"15","entrez"
"150","entrez"
"150-97-0","cas"
"1500","entrez"
"150028","chebi"
"15008","pubchem"
"1500819","chebi"
"150084","entrez"
"150094","entrez"
"150097","pubchem"
"15010","chemspider"
"150153","chemspider"
"150159","entrez"
"15016","chemspider"
"150172","chemspider"
"15018210","chemspider"
"15020","pubchem"
"150209","entrez"
"15022548","chemspider"
"15022551","chemspider"
"150274","entrez"
"150290","entrez"
"15029293","chemspider"
"1503","entrez"
"15030923","pubchem"
"150311","pubchem"
"15035486","chemspider"
"15037","pubchem"
"150372","entrez"
"150379","entrez"
"15039","chemspider"
"1504","entrez"
"150465","entrez"
"15047","pubchem"
"150504","chemspider"
"150572","entrez"
"1506","chebi"
"150610","pubchem"
"15063426","chemspider"
"15068","pubchem"
"150681","entrez"
"150684","entrez"
"150726","entrez"
"150737","entrez"
"15075","chebi"
"15076","chebi"
"150763","entrez"
"150786","pubchem"
"1508","entrez"
"150841","pubchem"
"150855","pubchem"
"150856","pubchem"
"15086343","pubchem"
"150885","pubchem"
"150893","pubchem"
"1509","entrez"
"15090","chemspider"
"150901","pubchem"
"150914","pubchem"
"150929","pubchem"
"150931","pubchem"
"15094","pubchem"
"150962","entrez"
"150996","pubchem"
"151","entrez"
"1510","entrez"
"151006","pubchem"
"151008","pubchem"
"151011","entrez"
"151012","pubchem"
"151018","pubchem"
"151019","chemspider"
"15103","pubchem"
"151031","pubchem"
"15104","pubchem"
"151056","entrez"
"151066","pubchem"
"151075","pubchem"
"15108314","pubchem"
"15109","pubchem"
"1511","entrez"
"151138","pubchem"
"151152","pubchem"
"15116","pubchem"
"151166","pubchem"
"151171","pubchem"
"151187","pubchem"
"151194","entrez"
"151199","pubchem"
"1512","entrez"
"151223","pubchem"
"151228","pubchem"
"151244","pubchem"
"151246","entrez"
"151252","pubchem"
"151258","entrez"
"151261","pubchem"
"15127377","pubchem"
"151276","pubchem"
"15128425","pubchem"
"151295","entrez"
"1513","entrez"
"15130","pubchem"
"151306","entrez"
"151313","entrez"
"151315","chemspider"
"15131798","chemspider"
"1514","entrez"
"1514205","pubchem"
"151449","entrez"
"151453","pubchem"
"15145690","pubchem"
"15146","pubchem"
"151463","chemspider"
"151464","chemspider"
"1515","entrez"
"151503","pubchem"
"151531","entrez"
"151564","pubchem"
"151590","pubchem"
"151636","entrez"
"151648","entrez"
"151649","entrez"
"151725","pubchem"
"15172937","pubchem"
"151730","pubchem"
"151742","entrez"
"151775","chemspider"
"151806","pubchem"
"15182","chemspider"
"151823","pubchem"
"151835","entrez"
"15185955","chemspider"
"151888","entrez"
"151896","chemspider"
"1519","entrez"
"151903","entrez"
"151913","pubchem"
"15194","chemspider"
"151961","chebi"
"151987","entrez"
"152","entrez"
"1520","entrez"
"152002","entrez"
"152031","chebi"
"15204341","chemspider"
"152059","pubchem"
"15209","pubchem"
"1521","entrez"
"152100","entrez"
"152110","entrez"
"152121-47-6","cas"
"152138","entrez"
"1522","entrez"
"152204","pubchem"
"152213","pubchem"
"152225","chemspider"
"15224382","pubchem"
"15225103","pubchem"
"15226","chebi"
"152273","entrez"
"15227613","pubchem"
"1523","entrez"
"152304","pubchem"
"152314","pubchem"
"15231525","pubchem"
"15231526","pubchem"
"15232","chemspider"
"152323","pubchem"
"15232793","pubchem"
"152330","entrez"
"15233562","pubchem"
"15235","chemspider"
"1524","entrez"
"15241411","pubchem"
"152424","pubchem"
"152432","pubchem"
"15244","chemspider"
"152459","pubchem"
"15246","pubchem"
"1525","entrez"
"152503","entrez"
"152519","entrez"
"152559","entrez"
"152586","entrez"
"15264534","chemspider"
"15266","chebi"
"15268","pubchem"
"15269","pubchem"
"15270","pubchem"
"1528","entrez"
"152831","entrez"
"152838","pubchem"
"152839","pubchem"
"152840","pubchem"
"152841","pubchem"
"152923-56-3","cas"
"152926","entrez"
"152946","pubchem"
"152949","chemspider"
"152951","pubchem"
"152968","pubchem"
"152971","pubchem"
"152990","pubchem"
"152992","entrez"
"153","entrez"
"1530","pubchem"
"153005","pubchem"
"153009","pubchem"
"15302","chemspider"
"153020","entrez"
"15302874","chemspider"
"15308088","chemspider"
"153090","entrez"
"153129","entrez"
"153165","chemspider"
"153201","entrez"
"153222","entrez"
"15335","chebi"
"15336","pubchem"
"1534","entrez"
"15340661","pubchem"
"15341","chebi"
"15343","chebi"
"15344","chebi"
"15345","chebi"
"153452","chemspider"
"15346","chebi"
"153464","chemspider"
"15347","chebi"
"15349","pubchem"
"1535","entrez"
"15350","chebi"
"15351","chebi"
"15352","pubchem"
"153527","entrez"
"15354","chebi"
"15354200","chemspider"
"15355","chebi"
"153562","entrez"
"15356228","chemspider"
"15357","chebi"
"153579","entrez"
"1536","entrez"
"15360857","chemspider"
"15361","chebi"
"15363","chebi"
"15364","chebi"
"153642","entrez"
"15365","chebi"
"15366","chebi"
"15367","chebi"
"15368","chebi"
"153686","chebi"
"153689","chemspider"
"1537","entrez"
"153700","chemspider"
"15371","chebi"
"15372","chebi"
"15374","chebi"
"15375","chebi"
"15377","chebi"
"15378","chebi"
"15378085","pubchem"
"15379","chebi"
"15380","chebi"
"15380912","pubchem"
"15382","chebi"
"15382184","pubchem"
"15383","chebi"
"15383206","chemspider"
"15384","chebi"
"15385","chebi"
"15386","chebi"
"15388","chebi"
"15389","chebi"
"153910","pubchem"
"15393","chebi"
"15394","pubchem"
"153941","pubchem"
"15395","chebi"
"15396","chebi"
"15397","chebi"
"15399","chebi"
"154","entrez"
"1540","entrez"
"15400","chebi"
"154007","entrez"
"15401","chebi"
"15402","chebi"
"15403","chemspider"
"154035","pubchem"
"15404","chebi"
"154044","chemspider"
"15406","pubchem"
"154064","entrez"
"15407","chebi"
"154076","chemspider"
"154080","chemspider"
"154083","pubchem"
"15409","chebi"
"154091","entrez"
"15410","chebi"
"154101","pubchem"
"15411","chebi"
"15411777","chemspider"
"15411781","chemspider"
"15412","chebi"
"15413","chebi"
"15413154","pubchem"
"154138","chemspider"
"15414","chebi"
"154141","entrez"
"15414449","chemspider"
"15415","chebi"
"15415959","chemspider"
"15417","chebi"
"154171","chemspider"
"154177","chemspider"
"154186","pubchem"
"154197","entrez"
"15420","chebi"
"15421","chebi"
"154214","entrez"
"15421666","chemspider"
"15422","chebi"
"15423","chemspider"
"154271","chemspider"
"15428","chebi"
"15429","chebi"
"1543","entrez"
"15430","chebi"
"15431","chebi"
"15432","chebi"
"15432892","chemspider"
"15433","chebi"
"154339","chemspider"
"15434","chebi"
"15435","chebi"
"154353","chemspider"
"15436","chebi"
"15437","chebi"
"15438-31-0","cas"
"15439","chebi"
"1544","entrez"
"15440","chebi"
"15441","chebi"
"15442","chebi"
"15443","chebi"
"15446","chebi"
"15447","chebi"
"15448","pubchem"
"15449","chebi"
"1545","entrez"
"15452","chebi"
"154529","chemspider"
"15453","chebi"
"15454","chebi"
"154547","chebi"
"15455","chebi"
"15456","chebi"
"15459","chebi"
"154600","chemspider"
"15461361","pubchem"
"15463","chebi"
"15465","chebi"
"15466","chebi"
"154664","entrez"
"15467","chebi"
"15468","chebi"
"154686","pubchem"
"15469","chebi"
"154695","chemspider"
"1547","chebi"
"15470","chebi"
"15471","chebi"
"154718","pubchem"
"15472","chemspider"
"15473","chebi"
"154741","chemspider"
"154743","chebi"
"1547484","pubchem"
"15475","chebi"
"154759","chemspider"
"15476","chebi"
"15477","chebi"
"15478","chebi"
"15479","chebi"
"154796","entrez"
"1548","entrez"
"154800","pubchem"
"154807","entrez"
"15481","chemspider"
"154810","entrez"
"154811","pubchem"
"154812","pubchem"
"15483","chebi"
"15485","chebi"
"15486","chebi"
"15487","chebi"
"15487852","chemspider"
"15488","chebi"
"154881","entrez"
"1548887","pubchem"
"15489","chebi"
"1548910","pubchem"
"1548943","pubchem"
"1548953","pubchem"
"1548972","pubchem"
"1549","entrez"
"15490","chebi"
"1549008","pubchem"
"1549018","pubchem"
"1549019","pubchem"
"1549025","pubchem"
"1549040","pubchem"
"1549045","pubchem"
"1549073","pubchem"
"1549091","pubchem"
"1549093","pubchem"
"1549095","pubchem"
"1549098","pubchem"
"15491","chebi"
"1549103","pubchem"
"1549106","pubchem"
"1549108","pubchem"
"1549111","pubchem"
"15492","chebi"
"154926","chemspider"
"154933","chemspider"
"15494","chebi"
"15495","chebi"
"1549522","pubchem"
"15496","chemspider"
"15497","chebi"
"15498","chebi"
"1549879","chemspider"
"15499","chebi"
"1549992","pubchem"
"155","entrez"
"15500","chebi"
"155007","pubchem"
"155008","pubchem"
"15503524","pubchem"
"155038","entrez"
"15504","chebi"
"1550470","pubchem"
"15505","chebi"
"155054","entrez"
"15506","pubchem"
"1550607","pubchem"
"155061","entrez"
"155066","entrez"
"15507","chebi"
"15508","chebi"
"1550884","pubchem"
"1550886","pubchem"
"1550888","pubchem"
"15509","chebi"
"1550909","pubchem"
"15509898","pubchem"
"15509899","pubchem"
"1551","entrez"
"15510","pubchem"
"15511","chebi"
"15512","chebi"
"15513","chebi"
"15514","chebi"
"15515","chebi"
"1551553","pubchem"
"15516","chebi"
"155165","chemspider"
"155166","pubchem"
"15517","chebi"
"15518","chebi"
"155184","entrez"
"15519","chebi"
"15520","chebi"
"15521","chebi"
"15522","chebi"
"15523","pubchem"
"15524","chebi"
"155248","pubchem"
"15525","chebi"
"15527","chebi"
"15528","chebi"
"15528527","chemspider"
"15529","chebi"
"1553","entrez"
"1553-55-5","cas"
"15530","chebi"
"15531","chebi"
"15532","chebi"
"15532126","chemspider"
"15533","chebi"
"15534","chebi"
"15535","chebi"
"15536","chebi"
"15537","chebi"
"15538","chebi"
"155381","pubchem"
"155382","entrez"
"15539","chebi"
"15540","chebi"
"15541","chebi"
"15543","chebi"
"15544","chebi"
"15545","chebi"
"15546","chebi"
"155461","pubchem"
"155462","pubchem"
"155463","pubchem"
"155465","pubchem"
"155467","chebi"
"15547","chebi"
"15548","pubchem"
"155493","pubchem"
"1555","entrez"
"15550","chebi"
"15551","chebi"
"15552","chebi"
"15553","chebi"
"15553227","pubchem"
"15554","chebi"
"15555","chebi"
"155551","pubchem"
"15557","chebi"
"15558","chebi"
"15558051","pubchem"
"15558301","pubchem"
"15558419","pubchem"
"15558498","pubchem"
"15559","chebi"
"15559045","pubchem"
"15559187","pubchem"
"15559396","pubchem"
"15560","chebi"
"15560248","pubchem"
"15560254","pubchem"
"155605","chebi"
"15560539","pubchem"
"15560610","pubchem"
"15561","chebi"
"15564","chebi"
"155641","chemspider"
"155656","pubchem"
"15568","chemspider"
"15569776","pubchem"
"1557","entrez"
"15570","chebi"
"15571","chebi"
"15572","pubchem"
"15573","chebi"
"155743","chemspider"
"15574941","pubchem"
"155763","pubchem"
"155764","chemspider"
"15578","chebi"
"155795","pubchem"
"155799","chemspider"
"1558","entrez"
"155805","pubchem"
"15582","chebi"
"15583","chebi"
"15584","chebi"
"15585646","chemspider"
"15586","chebi"
"15587","chebi"
"15588","chebi"
"15589","chebi"
"1559","entrez"
"15590168","pubchem"
"15591","chebi"
"15592253","pubchem"
"15592259","pubchem"
"15593","chebi"
"15593122","pubchem"
"15594","chebi"
"15596","pubchem"
"15596445","pubchem"
"15596585","pubchem"
"155976","pubchem"
"15598","chebi"
"15599","chebi"
"15599876","pubchem"
"156","entrez"
"15600","pubchem"
"15603","chebi"
"15604","chebi"
"156052","pubchem"
"15606","pubchem"
"15607","chebi"
"15607291","pubchem"
"15607297","pubchem"
"156095","chebi"
"15609884","pubchem"
"15610","chebi"
"15611","chebi"
"15613","chebi"
"156131","chebi"
"15613266","pubchem"
"15614","chebi"
"156149","pubchem"
"156150","pubchem"
"15616","chebi"
"15617","chebi"
"15618","chebi"
"156181","chemspider"
"15619","chebi"
"1562","entrez"
"15620","chebi"
"156203","pubchem"
"15621","chebi"
"15622","chebi"
"156221","pubchem"
"15623","chebi"
"15624170","pubchem"
"15625","chebi"
"15626","chebi"
"156260","chemspider"
"156261","chemspider"
"15627","chebi"
"156273","pubchem"
"15628","chebi"
"156288","pubchem"
"15629","chebi"
"1563","pubchem"
"15630","chebi"
"156317","pubchem"
"15631736","pubchem"
"15632","chebi"
"15633","chebi"
"15634","chebi"
"15635","chebi"
"15637","chebi"
"15638","chebi"
"15639","chebi"
"156391","pubchem"
"15640","chebi"
"15641","chebi"
"156419","pubchem"
"15642","chebi"
"156431","pubchem"
"15645","chebi"
"15646","chebi"
"15647","chebi"
"15648868","pubchem"
"15649","chebi"
"1565","entrez"
"15650","chebi"
"15651","chebi"
"15652","chebi"
"15653","chebi"
"15654","pubchem"
"15655","chebi"
"156552","chemspider"
"15657","chebi"
"15658","chebi"
"15658905","pubchem"
"15664","chebi"
"15664012","pubchem"
"156652","pubchem"
"156653","pubchem"
"15666","chebi"
"15667","pubchem"
"15669","chebi"
"15670","chebi"
"15671","chebi"
"15672","chebi"
"156728","chemspider"
"15673","chebi"
"15674","chebi"
"156743","pubchem"
"15675","chebi"
"15676","chebi"
"15677","chebi"
"156777","pubchem"
"15678","chebi"
"156783","pubchem"
"156784","pubchem"
"15681","chebi"
"15682","chebi"
"156831","chebi"
"15684","chebi"
"15685","chebi"
"15686","chebi"
"15687","chebi"
"15688","chebi"
"15689","chebi"
"156922","chemspider"
"15694","chebi"
"15698","chebi"
"15698821","pubchem"
"15698824","pubchem"
"15699","chebi"
"157","entrez"
"15702","chebi"
"157020","chemspider"
"15703","chebi"
"15705","chebi"
"15706076","pubchem"
"15709","chebi"
"1571","entrez"
"15710","chebi"
"15711","chebi"
"157129","pubchem"
"15713","chebi"
"15714","chebi"
"15715157","pubchem"
"15716","chebi"
"15717","pubchem"
"157173","chemspider"
"157175","chebi"
"157186","chebi"
"15719","pubchem"
"1572","entrez"
"15720","chebi"
"157209","pubchem"
"15721","chebi"
"157218","pubchem"
"15722","chemspider"
"15724","chebi"
"157242","pubchem"
"15725","chebi"
"15725888","pubchem"
"15727","chebi"
"15727203","chemspider"
"15728","chebi"
"15729","chebi"
"1573","entrez"
"15730","chemspider"
"15730832","pubchem"
"15731","chemspider"
"157310","entrez"
"15732","chebi"
"15734","chebi"
"15736266","pubchem"
"15737","chebi"
"15740","chebi"
"15741","chebi"
"15743","chebi"
"15743318","pubchem"
"15745","chebi"
"15746","chebi"
"15747330","pubchem"
"15748","chebi"
"15749","chebi"
"15750","chebi"
"157506","entrez"
"15751","chebi"
"157527","chebi"
"15753","chebi"
"15754","chebi"
"15756","chebi"
"15757","chebi"
"157570","entrez"
"157585","chemspider"
"1576","entrez"
"15760","chebi"
"15761","chebi"
"15763","chebi"
"15765","chebi"
"15765124","pubchem"
"15767","chebi"
"15767846","pubchem"
"15768","chebi"
"157682","pubchem"
"157688","chemspider"
"15769","chebi"
"1577","entrez"
"157706","chemspider"
"15771","chebi"
"15772","chebi"
"157721","chemspider"
"157724","entrez"
"15773","chebi"
"15774823","pubchem"
"15775","chebi"
"15776","chebi"
"157769","entrez"
"157807","entrez"
"15781","chebi"
"157833","chebi"
"15784","chebi"
"157841","pubchem"
"15785","chebi"
"157855","entrez"
"15786","chebi"
"157869","entrez"
"15787","pubchem"
"1579","entrez"
"157916","chemspider"
"15792","chebi"
"157922","pubchem"
"15793","chebi"
"157937","chemspider"
"15794","chebi"
"157953","pubchem"
"158","entrez"
"1580","entrez"
"15800938","pubchem"
"158012","chemspider"
"15803","chemspider"
"15804","chebi"
