"pathwayRampId","inPathway","total"
"RAMP_P_000002463",0,12960
"RAMP_P_000002464",16,12960
"RAMP_P_000002465",7,12960
"RAMP_P_000002466",16,12960
"RAMP_P_000002467",0,12960
"RAMP_P_000002468",4,12960
"RAMP_P_000002469",0,12960
"RAMP_P_000002470",26,12960
"RAMP_P_000002471",0,12960
"RAMP_P_000002472",46,12960
"RAMP_P_000002473",102,12960
"RAMP_P_000002474",49,12960
"RAMP_P_000002475",3,12960
"RAMP_P_000002476",5,12960
"RAMP_P_000002477",124,12960
"RAMP_P_000002478",6,12960
"RAMP_P_000002479",14,12960
"RAMP_P_000002480",16,12960
"RAMP_P_000002481",415,12960
"RAMP_P_000002482",58,12960
"RAMP_P_000002483",282,12960
"RAMP_P_000002484",76,12960
"RAMP_P_000002485",50,12960
"RAMP_P_000002486",48,12960
"RAMP_P_000002487",11,12960
"RAMP_P_000002488",25,12960
"RAMP_P_000002489",3,12960
"RAMP_P_000002490",188,12960
"RAMP_P_000002491",127,12960
"RAMP_P_000002492",27,12960
"RAMP_P_000002493",32,12960
"RAMP_P_000002494",11,12960
"RAMP_P_000002495",10,12960
"RAMP_P_000002496",7,12960
"RAMP_P_000002497",19,12960
"RAMP_P_000002498",27,12960
"RAMP_P_000002499",26,12960
"RAMP_P_000002500",244,12960
"RAMP_P_000002501",2,12960
"RAMP_P_000002502",86,12960
"RAMP_P_000002503",26,12960
"RAMP_P_000002504",69,12960
"RAMP_P_000002505",56,12960
"RAMP_P_000002506",42,12960
"RAMP_P_000002507",10,12960
"RAMP_P_000002508",0,12960
"RAMP_P_000002509",15,12960
"RAMP_P_000002510",15,12960
"RAMP_P_000002511",57,12960
"RAMP_P_000002512",48,12960
"RAMP_P_000002513",40,12960
"RAMP_P_000002514",30,12960
"RAMP_P_000002515",86,12960
"RAMP_P_000002516",120,12960
"RAMP_P_000002517",53,12960
"RAMP_P_000002518",7,12960
"RAMP_P_000002519",14,12960
"RAMP_P_000002520",297,12960
"RAMP_P_000002521",5,12960
"RAMP_P_000002522",13,12960
"RAMP_P_000002523",81,12960
"RAMP_P_000002524",21,12960
"RAMP_P_000002525",27,12960
"RAMP_P_000002526",13,12960
"RAMP_P_000002527",0,12960
"RAMP_P_000002528",40,12960
"RAMP_P_000002529",10,12960
"RAMP_P_000002530",52,12960
"RAMP_P_000002531",22,12960
"RAMP_P_000002532",5,12960
"RAMP_P_000002533",10,12960
"RAMP_P_000002534",7,12960
"RAMP_P_000002535",27,12960
"RAMP_P_000002536",19,12960
"RAMP_P_000002537",4,12960
"RAMP_P_000002538",0,12960
"RAMP_P_000002539",79,12960
"RAMP_P_000002540",11,12960
"RAMP_P_000002541",1,12960
"RAMP_P_000002542",35,12960
"RAMP_P_000002543",43,12960
"RAMP_P_000002544",37,12960
"RAMP_P_000002545",22,12960
"RAMP_P_000002546",45,12960
"RAMP_P_000002547",55,12960
"RAMP_P_000002548",9,12960
"RAMP_P_000002549",96,12960
"RAMP_P_000002550",0,12960
"RAMP_P_000002551",33,12960
"RAMP_P_000002552",117,12960
"RAMP_P_000002553",13,12960
"RAMP_P_000002554",2,12960
"RAMP_P_000002555",0,12960
"RAMP_P_000002556",0,12960
"RAMP_P_000002557",12,12960
"RAMP_P_000002558",87,12960
"RAMP_P_000002559",16,12960
"RAMP_P_000002560",14,12960
"RAMP_P_000002561",0,12960
"RAMP_P_000002562",0,12960
"RAMP_P_000002563",26,12960
"RAMP_P_000002564",0,12960
"RAMP_P_000002565",28,12960
"RAMP_P_000002566",6,12960
"RAMP_P_000002567",3,12960
"RAMP_P_000002568",150,12960
"RAMP_P_000002569",32,12960
"RAMP_P_000002570",4,12960
"RAMP_P_000002571",18,12960
"RAMP_P_000002572",2,12960
"RAMP_P_000002573",16,12960
"RAMP_P_000002574",6,12960
"RAMP_P_000002575",8,12960
"RAMP_P_000002576",28,12960
"RAMP_P_000002577",5,12960
"RAMP_P_000002578",50,12960
"RAMP_P_000002579",112,12960
"RAMP_P_000002580",37,12960
"RAMP_P_000002581",42,12960
"RAMP_P_000002582",32,12960
"RAMP_P_000002583",4,12960
"RAMP_P_000002584",7,12960
"RAMP_P_000002585",11,12960
"RAMP_P_000002586",25,12960
"RAMP_P_000002587",0,12960
"RAMP_P_000002588",33,12960
"RAMP_P_000002589",100,12960
"RAMP_P_000002590",12,12960
"RAMP_P_000002591",14,12960
"RAMP_P_000002592",7,12960
"RAMP_P_000002593",8,12960
"RAMP_P_000002594",2,12960
"RAMP_P_000002595",45,12960
"RAMP_P_000002596",9,12960
"RAMP_P_000002597",0,12960
"RAMP_P_000002598",3,12960
"RAMP_P_000002599",6,12960
"RAMP_P_000002600",13,12960
"RAMP_P_000002601",11,12960
"RAMP_P_000002602",59,12960
"RAMP_P_000002603",1,12960
"RAMP_P_000002604",0,12960
"RAMP_P_000002605",72,12960
"RAMP_P_000002606",36,12960
"RAMP_P_000002607",1,12960
"RAMP_P_000002608",3,12960
"RAMP_P_000002609",0,12960
"RAMP_P_000002610",5,12960
"RAMP_P_000002611",80,12960
"RAMP_P_000002612",57,12960
"RAMP_P_000002613",15,12960
"RAMP_P_000002614",8,12960
"RAMP_P_000002615",0,12960
"RAMP_P_000002616",58,12960
"RAMP_P_000002617",17,12960
"RAMP_P_000002618",1,12960
"RAMP_P_000002619",8,12960
"RAMP_P_000002620",58,12960
"RAMP_P_000002621",6,12960
"RAMP_P_000002622",0,12960
"RAMP_P_000002623",308,12960
"RAMP_P_000002624",2,12960
"RAMP_P_000002625",23,12960
"RAMP_P_000002626",2,12960
"RAMP_P_000002627",17,12960
"RAMP_P_000002628",59,12960
"RAMP_P_000002629",5,12960
"RAMP_P_000002630",56,12960
"RAMP_P_000002631",44,12960
"RAMP_P_000002632",38,12960
"RAMP_P_000002633",49,12960
"RAMP_P_000002634",10,12960
"RAMP_P_000002635",24,12960
"RAMP_P_000002636",12,12960
"RAMP_P_000002637",212,12960
"RAMP_P_000002638",263,12960
"RAMP_P_000002639",87,12960
"RAMP_P_000002640",0,12960
"RAMP_P_000002641",42,12960
"RAMP_P_000002642",40,12960
"RAMP_P_000002643",1,12960
"RAMP_P_000002644",8,12960
"RAMP_P_000002645",8,12960
"RAMP_P_000002646",28,12960
"RAMP_P_000002647",11,12960
"RAMP_P_000002648",5,12960
"RAMP_P_000002649",16,12960
"RAMP_P_000002650",8,12960
"RAMP_P_000002651",0,12960
"RAMP_P_000002652",7,12960
"RAMP_P_000002653",0,12960
"RAMP_P_000002654",19,12960
"RAMP_P_000002655",9,12960
"RAMP_P_000002656",2,12960
"RAMP_P_000002657",20,12960
"RAMP_P_000002658",18,12960
"RAMP_P_000002659",3,12960
"RAMP_P_000002660",1,12960
"RAMP_P_000002661",148,12960
"RAMP_P_000002662",0,12960
"RAMP_P_000002663",9,12960
"RAMP_P_000002664",4,12960
"RAMP_P_000002665",7,12960
"RAMP_P_000002666",58,12960
"RAMP_P_000002667",46,12960
"RAMP_P_000002668",15,12960
"RAMP_P_000002669",16,12960
"RAMP_P_000002670",17,12960
"RAMP_P_000002671",2,12960
"RAMP_P_000002672",69,12960
"RAMP_P_000002673",1,12960
"RAMP_P_000002674",9,12960
"RAMP_P_000002675",3,12960
"RAMP_P_000002676",6,12960
"RAMP_P_000002677",2,12960
"RAMP_P_000002678",67,12960
"RAMP_P_000002679",5,12960
"RAMP_P_000002680",17,12960
"RAMP_P_000002681",2,12960
"RAMP_P_000002682",303,12960
"RAMP_P_000002683",2,12960
"RAMP_P_000002684",10,12960
"RAMP_P_000002685",2,12960
"RAMP_P_000002686",706,12960
"RAMP_P_000002687",12,12960
"RAMP_P_000002688",13,12960
"RAMP_P_000002689",10,12960
"RAMP_P_000002690",7,12960
"RAMP_P_000002691",63,12960
"RAMP_P_000002692",0,12960
"RAMP_P_000002693",8,12960
"RAMP_P_000002694",7,12960
"RAMP_P_000002695",637,12960
"RAMP_P_000002696",176,12960
"RAMP_P_000002697",0,12960
"RAMP_P_000002698",0,12960
"RAMP_P_000002699",8,12960
"RAMP_P_000002700",46,12960
"RAMP_P_000002701",23,12960
"RAMP_P_000002702",5,12960
"RAMP_P_000002703",12,12960
"RAMP_P_000002704",110,12960
"RAMP_P_000002705",278,12960
"RAMP_P_000002706",14,12960
"RAMP_P_000002707",13,12960
"RAMP_P_000002708",8,12960
"RAMP_P_000002709",4,12960
"RAMP_P_000002710",31,12960
"RAMP_P_000002711",0,12960
"RAMP_P_000002712",6,12960
"RAMP_P_000002713",357,12960
"RAMP_P_000002714",161,12960
"RAMP_P_000002715",6,12960
"RAMP_P_000002716",99,12960
"RAMP_P_000002717",6,12960
"RAMP_P_000002718",10,12960
"RAMP_P_000002719",2,12960
"RAMP_P_000002720",257,12960
"RAMP_P_000002721",145,12960
"RAMP_P_000002722",5,12960
"RAMP_P_000002723",33,12960
"RAMP_P_000002724",37,12960
"RAMP_P_000002725",4,12960
"RAMP_P_000002726",10,12960
"RAMP_P_000002727",90,12960
"RAMP_P_000002728",0,12960
"RAMP_P_000002729",0,12960
"RAMP_P_000002730",56,12960
"RAMP_P_000002731",11,12960
"RAMP_P_000002732",8,12960
"RAMP_P_000002733",15,12960
"RAMP_P_000002734",3,12960
"RAMP_P_000002735",12,12960
"RAMP_P_000002736",142,12960
"RAMP_P_000002737",141,12960
"RAMP_P_000002738",5,12960
"RAMP_P_000002739",59,12960
"RAMP_P_000002740",39,12960
"RAMP_P_000002741",5,12960
"RAMP_P_000002742",1,12960
"RAMP_P_000002743",7,12960
"RAMP_P_000002744",4,12960
"RAMP_P_000002745",25,12960
"RAMP_P_000002746",740,12960
"RAMP_P_000002747",100,12960
"RAMP_P_000002748",74,12960
"RAMP_P_000002749",10,12960
"RAMP_P_000002750",44,12960
"RAMP_P_000002751",3,12960
"RAMP_P_000002752",10,12960
"RAMP_P_000002753",17,12960
"RAMP_P_000002754",22,12960
"RAMP_P_000002755",7,12960
"RAMP_P_000002756",0,12960
"RAMP_P_000002757",48,12960
"RAMP_P_000002758",205,12960
"RAMP_P_000002759",10,12960
"RAMP_P_000002760",36,12960
"RAMP_P_000002761",7,12960
"RAMP_P_000002762",3,12960
"RAMP_P_000002763",16,12960
"RAMP_P_000002764",89,12960
"RAMP_P_000002765",8,12960
"RAMP_P_000002766",13,12960
"RAMP_P_000002767",10,12960
"RAMP_P_000002768",84,12960
"RAMP_P_000002769",78,12960
"RAMP_P_000002770",0,12960
"RAMP_P_000002771",17,12960
"RAMP_P_000002772",5,12960
"RAMP_P_000002773",26,12960
"RAMP_P_000002774",55,12960
"RAMP_P_000002775",111,12960
"RAMP_P_000002776",0,12960
"RAMP_P_000002777",286,12960
"RAMP_P_000002778",0,12960
"RAMP_P_000002779",236,12960
"RAMP_P_000002780",28,12960
"RAMP_P_000002781",3,12960
"RAMP_P_000002782",55,12960
"RAMP_P_000002783",12,12960
"RAMP_P_000002784",27,12960
"RAMP_P_000002785",11,12960
"RAMP_P_000002786",12,12960
"RAMP_P_000002787",61,12960
"RAMP_P_000002788",3,12960
"RAMP_P_000002789",0,12960
"RAMP_P_000002790",0,12960
"RAMP_P_000002791",66,12960
"RAMP_P_000002792",51,12960
"RAMP_P_000002793",43,12960
"RAMP_P_000002794",8,12960
"RAMP_P_000002795",9,12960
"RAMP_P_000002796",89,12960
"RAMP_P_000002797",169,12960
"RAMP_P_000002798",8,12960
"RAMP_P_000002799",0,12960
"RAMP_P_000002800",6,12960
"RAMP_P_000002801",48,12960
"RAMP_P_000002802",8,12960
"RAMP_P_000002803",0,12960
"RAMP_P_000002804",2,12960
"RAMP_P_000002805",3,12960
"RAMP_P_000002806",18,12960
"RAMP_P_000002807",0,12960
"RAMP_P_000002808",1,12960
"RAMP_P_000002809",18,12960
"RAMP_P_000002810",324,12960
"RAMP_P_000002811",56,12960
"RAMP_P_000002812",3,12960
"RAMP_P_000002813",10,12960
"RAMP_P_000002814",67,12960
"RAMP_P_000002815",148,12960
"RAMP_P_000002816",45,12960
"RAMP_P_000002817",29,12960
"RAMP_P_000002818",10,12960
"RAMP_P_000002819",13,12960
"RAMP_P_000002820",117,12960
"RAMP_P_000002821",113,12960
"RAMP_P_000002822",33,12960
"RAMP_P_000002823",8,12960
"RAMP_P_000002824",203,12960
"RAMP_P_000002825",117,12960
"RAMP_P_000002826",12,12960
"RAMP_P_000002827",28,12960
"RAMP_P_000002828",264,12960
"RAMP_P_000002829",0,12960
"RAMP_P_000002830",23,12960
"RAMP_P_000002831",2,12960
"RAMP_P_000002832",87,12960
"RAMP_P_000002833",20,12960
"RAMP_P_000002834",6,12960
"RAMP_P_000002835",13,12960
"RAMP_P_000002836",48,12960
"RAMP_P_000002837",63,12960
"RAMP_P_000002838",20,12960
"RAMP_P_000002839",141,12960
"RAMP_P_000002840",31,12960
"RAMP_P_000002841",2,12960
"RAMP_P_000002842",266,12960
"RAMP_P_000002843",68,12960
"RAMP_P_000002844",109,12960
"RAMP_P_000002845",43,12960
"RAMP_P_000002846",0,12960
"RAMP_P_000002847",8,12960
"RAMP_P_000002848",10,12960
"RAMP_P_000002849",0,12960
"RAMP_P_000002850",20,12960
"RAMP_P_000002851",72,12960
"RAMP_P_000002852",253,12960
"RAMP_P_000002853",9,12960
"RAMP_P_000002854",100,12960
"RAMP_P_000002855",2,12960
"RAMP_P_000002856",18,12960
"RAMP_P_000002857",14,12960
"RAMP_P_000002858",11,12960
"RAMP_P_000002859",159,12960
"RAMP_P_000002860",8,12960
"RAMP_P_000002861",8,12960
"RAMP_P_000002862",6,12960
"RAMP_P_000002863",1489,12960
"RAMP_P_000002864",103,12960
"RAMP_P_000002865",0,12960
"RAMP_P_000002866",18,12960
"RAMP_P_000002867",21,12960
"RAMP_P_000002868",0,12960
"RAMP_P_000002869",15,12960
"RAMP_P_000002870",8,12960
"RAMP_P_000002871",4,12960
"RAMP_P_000002872",31,12960
"RAMP_P_000002873",27,12960
"RAMP_P_000002874",19,12960
"RAMP_P_000002875",99,12960
"RAMP_P_000002876",371,12960
"RAMP_P_000002877",458,12960
"RAMP_P_000002878",19,12960
"RAMP_P_000002879",5,12960
"RAMP_P_000002880",3,12960
"RAMP_P_000002881",659,12960
"RAMP_P_000002882",2,12960
"RAMP_P_000002883",14,12960
"RAMP_P_000002884",0,12960
"RAMP_P_000002885",43,12960
"RAMP_P_000002886",32,12960
"RAMP_P_000002887",4,12960
"RAMP_P_000002888",50,12960
"RAMP_P_000002889",38,12960
"RAMP_P_000002890",17,12960
"RAMP_P_000002891",21,12960
"RAMP_P_000002892",6,12960
"RAMP_P_000002893",38,12960
"RAMP_P_000002894",117,12960
"RAMP_P_000002895",0,12960
"RAMP_P_000002896",18,12960
"RAMP_P_000002897",10,12960
"RAMP_P_000002898",3,12960
"RAMP_P_000002899",0,12960
"RAMP_P_000002900",39,12960
"RAMP_P_000002901",14,12960
"RAMP_P_000002902",57,12960
"RAMP_P_000002903",5,12960
"RAMP_P_000002904",3,12960
"RAMP_P_000002905",4,12960
"RAMP_P_000002906",4,12960
"RAMP_P_000002907",19,12960
"RAMP_P_000002908",22,12960
"RAMP_P_000002909",34,12960
"RAMP_P_000002910",23,12960
"RAMP_P_000002911",46,12960
"RAMP_P_000002912",1,12960
"RAMP_P_000002913",0,12960
"RAMP_P_000002914",7,12960
"RAMP_P_000002915",7,12960
"RAMP_P_000002916",32,12960
"RAMP_P_000002917",4,12960
"RAMP_P_000002918",0,12960
"RAMP_P_000002919",7,12960
"RAMP_P_000002920",29,12960
"RAMP_P_000002921",5,12960
"RAMP_P_000002922",30,12960
"RAMP_P_000002923",90,12960
"RAMP_P_000002924",9,12960
"RAMP_P_000002925",1,12960
"RAMP_P_000002926",11,12960
"RAMP_P_000002927",0,12960
"RAMP_P_000002928",3,12960
"RAMP_P_000002929",77,12960
"RAMP_P_000002930",102,12960
"RAMP_P_000002931",21,12960
"RAMP_P_000002932",17,12960
"RAMP_P_000002933",362,12960
"RAMP_P_000002934",20,12960
"RAMP_P_000002935",43,12960
"RAMP_P_000002936",382,12960
"RAMP_P_000002937",19,12960
"RAMP_P_000002938",96,12960
"RAMP_P_000002939",34,12960
"RAMP_P_000002940",15,12960
"RAMP_P_000002941",3,12960
"RAMP_P_000002942",14,12960
"RAMP_P_000002943",35,12960
"RAMP_P_000002944",131,12960
"RAMP_P_000002945",0,12960
"RAMP_P_000002946",3,12960
"RAMP_P_000002947",43,12960
"RAMP_P_000002948",6,12960
"RAMP_P_000002949",114,12960
"RAMP_P_000002950",22,12960
"RAMP_P_000002951",5,12960
"RAMP_P_000002952",3,12960
"RAMP_P_000002953",4,12960
"RAMP_P_000002954",26,12960
"RAMP_P_000002955",5,12960
"RAMP_P_000002956",98,12960
"RAMP_P_000002957",359,12960
"RAMP_P_000002958",279,12960
"RAMP_P_000002959",8,12960
"RAMP_P_000002960",4,12960
"RAMP_P_000002961",17,12960
"RAMP_P_000002962",5,12960
"RAMP_P_000002963",39,12960
"RAMP_P_000002964",12,12960
"RAMP_P_000002965",16,12960
"RAMP_P_000002966",71,12960
"RAMP_P_000002967",15,12960
"RAMP_P_000002968",38,12960
"RAMP_P_000002969",0,12960
"RAMP_P_000002970",0,12960
"RAMP_P_000002971",4,12960
"RAMP_P_000002972",272,12960
"RAMP_P_000002973",76,12960
"RAMP_P_000002974",75,12960
"RAMP_P_000002975",93,12960
"RAMP_P_000002976",55,12960
"RAMP_P_000002977",36,12960
"RAMP_P_000002978",4,12960
"RAMP_P_000002979",2,12960
"RAMP_P_000002980",18,12960
"RAMP_P_000002981",146,12960
"RAMP_P_000002982",0,12960
"RAMP_P_000002983",3,12960
"RAMP_P_000002984",18,12960
"RAMP_P_000002985",30,12960
"RAMP_P_000002986",5,12960
"RAMP_P_000002987",14,12960
"RAMP_P_000002988",5,12960
"RAMP_P_000002989",65,12960
"RAMP_P_000002990",0,12960
"RAMP_P_000002991",259,12960
"RAMP_P_000002992",5,12960
"RAMP_P_000002993",10,12960
"RAMP_P_000002994",5,12960
"RAMP_P_000002995",14,12960
"RAMP_P_000002996",2,12960
"RAMP_P_000002997",17,12960
"RAMP_P_000002998",306,12960
"RAMP_P_000002999",86,12960
"RAMP_P_000003000",1,12960
"RAMP_P_000003001",41,12960
"RAMP_P_000003002",24,12960
"RAMP_P_000003003",35,12960
"RAMP_P_000003004",36,12960
"RAMP_P_000003005",30,12960
"RAMP_P_000003006",0,12960
"RAMP_P_000003007",82,12960
"RAMP_P_000003008",13,12960
"RAMP_P_000003009",4,12960
"RAMP_P_000003010",91,12960
"RAMP_P_000003011",27,12960
"RAMP_P_000003012",46,12960
"RAMP_P_000003013",9,12960
"RAMP_P_000003014",3,12960
"RAMP_P_000003015",0,12960
"RAMP_P_000003016",22,12960
"RAMP_P_000003017",15,12960
"RAMP_P_000003018",18,12960
"RAMP_P_000003019",29,12960
"RAMP_P_000003020",100,12960
"RAMP_P_000003021",31,12960
"RAMP_P_000003022",8,12960
"RAMP_P_000003023",14,12960
"RAMP_P_000003024",18,12960
"RAMP_P_000003025",30,12960
"RAMP_P_000003026",41,12960
"RAMP_P_000003027",23,12960
"RAMP_P_000003028",23,12960
"RAMP_P_000003029",0,12960
"RAMP_P_000003030",30,12960
"RAMP_P_000003031",10,12960
"RAMP_P_000003032",60,12960
"RAMP_P_000003033",88,12960
"RAMP_P_000003034",24,12960
"RAMP_P_000003035",3,12960
"RAMP_P_000003036",1087,12960
"RAMP_P_000003037",34,12960
"RAMP_P_000003038",58,12960
"RAMP_P_000003039",10,12960
"RAMP_P_000003040",27,12960
"RAMP_P_000003041",2,12960
"RAMP_P_000003042",299,12960
"RAMP_P_000003043",26,12960
"RAMP_P_000003044",39,12960
"RAMP_P_000003045",0,12960
"RAMP_P_000003046",36,12960
"RAMP_P_000003047",52,12960
"RAMP_P_000003048",9,12960
"RAMP_P_000003049",84,12960
"RAMP_P_000003050",23,12960
"RAMP_P_000003051",9,12960
"RAMP_P_000003052",9,12960
"RAMP_P_000003053",73,12960
"RAMP_P_000003054",105,12960
"RAMP_P_000003055",23,12960
"RAMP_P_000003056",23,12960
"RAMP_P_000003057",1,12960
"RAMP_P_000003058",12,12960
"RAMP_P_000003059",110,12960
"RAMP_P_000003060",202,12960
"RAMP_P_000003061",0,12960
"RAMP_P_000003062",7,12960
"RAMP_P_000003063",10,12960
"RAMP_P_000003064",8,12960
"RAMP_P_000003065",136,12960
"RAMP_P_000003066",0,12960
"RAMP_P_000003067",0,12960
"RAMP_P_000003068",14,12960
"RAMP_P_000003069",55,12960
"RAMP_P_000003070",37,12960
"RAMP_P_000003071",72,12960
"RAMP_P_000003072",5,12960
"RAMP_P_000003073",64,12960
"RAMP_P_000003074",14,12960
"RAMP_P_000003075",18,12960
"RAMP_P_000003076",246,12960
"RAMP_P_000003077",22,12960
"RAMP_P_000003078",29,12960
"RAMP_P_000003079",0,12960
"RAMP_P_000003080",1,12960
"RAMP_P_000003081",27,12960
"RAMP_P_000003082",52,12960
"RAMP_P_000003083",94,12960
"RAMP_P_000003084",18,12960
"RAMP_P_000003085",25,12960
"RAMP_P_000003086",81,12960
"RAMP_P_000003087",2,12960
"RAMP_P_000003088",38,12960
"RAMP_P_000003089",4,12960
"RAMP_P_000003090",1,12960
"RAMP_P_000003091",14,12960
"RAMP_P_000003092",27,12960
"RAMP_P_000003093",3,12960
"RAMP_P_000003094",16,12960
"RAMP_P_000003095",27,12960
"RAMP_P_000003096",22,12960
"RAMP_P_000003097",12,12960
"RAMP_P_000003098",0,12960
"RAMP_P_000003099",15,12960
"RAMP_P_000003100",0,12960
"RAMP_P_000003101",44,12960
"RAMP_P_000003102",17,12960
"RAMP_P_000003103",9,12960
"RAMP_P_000003104",11,12960
"RAMP_P_000003105",39,12960
"RAMP_P_000003106",22,12960
"RAMP_P_000003107",8,12960
"RAMP_P_000003108",56,12960
"RAMP_P_000003109",338,12960
"RAMP_P_000003110",10,12960
"RAMP_P_000003111",37,12960
"RAMP_P_000003112",57,12960
"RAMP_P_000003113",63,12960
"RAMP_P_000003114",42,12960
"RAMP_P_000003115",6,12960
"RAMP_P_000003116",0,12960
"RAMP_P_000003117",36,12960
"RAMP_P_000003118",21,12960
"RAMP_P_000003119",16,12960
"RAMP_P_000003120",48,12960
"RAMP_P_000003121",26,12960
"RAMP_P_000003122",4,12960
"RAMP_P_000003123",10,12960
"RAMP_P_000003124",9,12960
"RAMP_P_000003125",7,12960
"RAMP_P_000003126",183,12960
"RAMP_P_000003127",10,12960
"RAMP_P_000003128",2,12960
"RAMP_P_000003129",49,12960
"RAMP_P_000003130",0,12960
"RAMP_P_000003131",6,12960
"RAMP_P_000003132",34,12960
"RAMP_P_000003133",3,12960
"RAMP_P_000003134",15,12960
"RAMP_P_000003135",7,12960
"RAMP_P_000003136",50,12960
"RAMP_P_000003137",14,12960
"RAMP_P_000003138",2,12960
"RAMP_P_000003139",32,12960
"RAMP_P_000003140",179,12960
"RAMP_P_000003141",39,12960
"RAMP_P_000003142",96,12960
"RAMP_P_000003143",21,12960
"RAMP_P_000003144",31,12960
"RAMP_P_000003145",0,12960
"RAMP_P_000003146",6,12960
"RAMP_P_000003147",48,12960
"RAMP_P_000003148",26,12960
"RAMP_P_000003149",0,12960
"RAMP_P_000003150",0,12960
"RAMP_P_000003151",139,12960
"RAMP_P_000003152",28,12960
"RAMP_P_000003153",7,12960
"RAMP_P_000003154",68,12960
"RAMP_P_000003155",34,12960
"RAMP_P_000003156",21,12960
"RAMP_P_000003157",5,12960
"RAMP_P_000003158",286,12960
"RAMP_P_000003159",100,12960
"RAMP_P_000003160",222,12960
"RAMP_P_000003161",11,12960
"RAMP_P_000003162",44,12960
"RAMP_P_000003163",7,12960
"RAMP_P_000003164",4,12960
"RAMP_P_000003165",5,12960
"RAMP_P_000003166",2,12960
"RAMP_P_000003167",25,12960
"RAMP_P_000003168",60,12960
"RAMP_P_000003169",23,12960
"RAMP_P_000003170",4,12960
"RAMP_P_000003171",39,12960
"RAMP_P_000003172",49,12960
"RAMP_P_000003173",0,12960
"RAMP_P_000003174",3,12960
"RAMP_P_000003175",127,12960
"RAMP_P_000003176",9,12960
"RAMP_P_000003177",102,12960
"RAMP_P_000003178",12,12960
"RAMP_P_000003179",47,12960
"RAMP_P_000003180",4,12960
"RAMP_P_000003181",11,12960
"RAMP_P_000003182",68,12960
"RAMP_P_000003183",2,12960
"RAMP_P_000003184",3,12960
"RAMP_P_000003185",10,12960
"RAMP_P_000003186",1,12960
"RAMP_P_000003187",6,12960
"RAMP_P_000003188",18,12960
"RAMP_P_000003189",293,12960
"RAMP_P_000003190",7,12960
"RAMP_P_000003191",20,12960
"RAMP_P_000003192",85,12960
"RAMP_P_000003193",28,12960
"RAMP_P_000003194",15,12960
"RAMP_P_000003195",20,12960
"RAMP_P_000003196",459,12960
"RAMP_P_000003197",27,12960
"RAMP_P_000003198",12,12960
"RAMP_P_000003199",5,12960
"RAMP_P_000003200",42,12960
"RAMP_P_000003201",21,12960
"RAMP_P_000003202",5,12960
"RAMP_P_000003203",91,12960
"RAMP_P_000003204",7,12960
"RAMP_P_000003205",108,12960
"RAMP_P_000003206",25,12960
"RAMP_P_000003207",98,12960
"RAMP_P_000003208",1,12960
"RAMP_P_000003209",65,12960
"RAMP_P_000003210",6,12960
"RAMP_P_000003211",92,12960
"RAMP_P_000003212",7,12960
"RAMP_P_000003213",307,12960
"RAMP_P_000003214",31,12960
"RAMP_P_000003215",2,12960
"RAMP_P_000003216",3,12960
"RAMP_P_000003217",13,12960
"RAMP_P_000003218",8,12960
"RAMP_P_000003219",20,12960
"RAMP_P_000003220",4,12960
"RAMP_P_000003221",120,12960
"RAMP_P_000003222",742,12960
"RAMP_P_000003223",1,12960
"RAMP_P_000003224",17,12960
"RAMP_P_000003225",140,12960
"RAMP_P_000003226",0,12960
"RAMP_P_000003227",53,12960
"RAMP_P_000003228",37,12960
"RAMP_P_000003229",26,12960
"RAMP_P_000003230",15,12960
"RAMP_P_000003231",15,12960
"RAMP_P_000003232",5,12960
"RAMP_P_000003233",20,12960
"RAMP_P_000003234",27,12960
"RAMP_P_000003235",23,12960
"RAMP_P_000003236",5,12960
"RAMP_P_000003237",41,12960
"RAMP_P_000003238",76,12960
"RAMP_P_000003239",4,12960
"RAMP_P_000003240",5,12960
"RAMP_P_000003241",47,12960
"RAMP_P_000003242",30,12960
"RAMP_P_000003243",13,12960
"RAMP_P_000003244",130,12960
"RAMP_P_000003245",81,12960
"RAMP_P_000003246",15,12960
"RAMP_P_000003247",139,12960
"RAMP_P_000003248",31,12960
"RAMP_P_000003249",102,12960
"RAMP_P_000003250",58,12960
"RAMP_P_000003251",0,12960
"RAMP_P_000003252",123,12960
"RAMP_P_000003253",32,12960
"RAMP_P_000003254",6,12960
"RAMP_P_000003255",28,12960
"RAMP_P_000003256",137,12960
"RAMP_P_000003257",23,12960
"RAMP_P_000003258",111,12960
"RAMP_P_000003259",20,12960
"RAMP_P_000003260",113,12960
"RAMP_P_000003261",91,12960
"RAMP_P_000003262",29,12960
"RAMP_P_000003263",70,12960
"RAMP_P_000003264",88,12960
"RAMP_P_000003265",44,12960
"RAMP_P_000003266",40,12960
"RAMP_P_000003267",47,12960
"RAMP_P_000003268",0,12960
"RAMP_P_000003269",99,12960
"RAMP_P_000003270",99,12960
"RAMP_P_000003271",138,12960
"RAMP_P_000003272",76,12960
"RAMP_P_000003273",182,12960
"RAMP_P_000003274",13,12960
"RAMP_P_000003275",144,12960
"RAMP_P_000003276",148,12960
"RAMP_P_000003277",68,12960
"RAMP_P_000003278",144,12960
"RAMP_P_000003279",94,12960
"RAMP_P_000003280",170,12960
"RAMP_P_000003281",68,12960
"RAMP_P_000003282",50,12960
"RAMP_P_000003283",20,12960
"RAMP_P_000003284",33,12960
