"pathwayRampId","inPathway","total"
"RAMP_P_000000818",115,12960
"RAMP_P_000000819",33,12960
"RAMP_P_000000820",53,12960
"RAMP_P_000000821",156,12960
"RAMP_P_000000822",37,12960
"RAMP_P_000000823",7,12960
"RAMP_P_000000824",1,12960
"RAMP_P_000000825",54,12960
"RAMP_P_000000826",5,12960
"RAMP_P_000000827",153,12960
"RAMP_P_000000828",149,12960
"RAMP_P_000000829",4,12960
"RAMP_P_000000830",64,12960
"RAMP_P_000000831",66,12960
"RAMP_P_000000832",132,12960
"RAMP_P_000000833",36,12960
"RAMP_P_000000834",18,12960
"RAMP_P_000000835",29,12960
"RAMP_P_000000836",54,12960
"RAMP_P_000000837",19,12960
"RAMP_P_000000838",8,12960
"RAMP_P_000000839",3,12960
"RAMP_P_000000840",16,12960
"RAMP_P_000000842",35,12960
"RAMP_P_000000843",40,12960
"RAMP_P_000000844",44,12960
"RAMP_P_000000845",15,12960
"RAMP_P_000000846",8,12960
"RAMP_P_000000847",155,12960
"RAMP_P_000000848",4,12960
"RAMP_P_000000849",13,12960
"RAMP_P_000000850",34,12960
"RAMP_P_000000851",38,12960
"RAMP_P_000000852",8,12960
"RAMP_P_000000853",54,12960
"RAMP_P_000000854",10,12960
"RAMP_P_000000855",28,12960
"RAMP_P_000000856",11,12960
"RAMP_P_000000857",66,12960
"RAMP_P_000000858",137,12960
"RAMP_P_000000859",26,12960
"RAMP_P_000000860",31,12960
"RAMP_P_000000861",11,12960
"RAMP_P_000000862",33,12960
"RAMP_P_000000863",7,12960
"RAMP_P_000000864",17,12960
"RAMP_P_000000865",12,12960
"RAMP_P_000000866",48,12960
"RAMP_P_000000867",13,12960
"RAMP_P_000000868",40,12960
"RAMP_P_000000869",65,12960
"RAMP_P_000000870",50,12960
"RAMP_P_000000871",4,12960
"RAMP_P_000000872",85,12960
"RAMP_P_000000873",10,12960
"RAMP_P_000000874",12,12960
"RAMP_P_000000875",2,12960
"RAMP_P_000000876",84,12960
"RAMP_P_000000877",60,12960
"RAMP_P_000000878",18,12960
"RAMP_P_000000879",10,12960
"RAMP_P_000000880",51,12960
"RAMP_P_000000881",262,12960
"RAMP_P_000000882",7,12960
"RAMP_P_000000883",2,12960
"RAMP_P_000000884",14,12960
"RAMP_P_000000885",26,12960
"RAMP_P_000000886",101,12960
"RAMP_P_000000887",208,12960
"RAMP_P_000000888",14,12960
"RAMP_P_000000889",45,12960
"RAMP_P_000000890",7,12960
"RAMP_P_000000891",15,12960
"RAMP_P_000000892",29,12960
"RAMP_P_000000893",5,12960
"RAMP_P_000000894",9,12960
"RAMP_P_000000895",37,12960
"RAMP_P_000000896",30,12960
"RAMP_P_000000897",58,12960
"RAMP_P_000000898",115,12960
"RAMP_P_000000899",24,12960
"RAMP_P_000000900",40,12960
"RAMP_P_000000901",160,12960
"RAMP_P_000000902",15,12960
"RAMP_P_000000903",37,12960
"RAMP_P_000000904",10,12960
"RAMP_P_000000905",48,12960
"RAMP_P_000000906",19,12960
"RAMP_P_000000907",56,12960
"RAMP_P_000000908",74,12960
"RAMP_P_000000909",4,12960
"RAMP_P_000000910",13,12960
"RAMP_P_000000911",58,12960
"RAMP_P_000000912",7,12960
"RAMP_P_000000913",1,12960
"RAMP_P_000000914",17,12960
"RAMP_P_000000915",30,12960
"RAMP_P_000000916",16,12960
"RAMP_P_000000917",2,12960
"RAMP_P_000000918",53,12960
"RAMP_P_000000919",56,12960
"RAMP_P_000000920",31,12960
"RAMP_P_000000921",82,12960
"RAMP_P_000000922",26,12960
"RAMP_P_000000923",28,12960
"RAMP_P_000000924",14,12960
"RAMP_P_000000925",22,12960
"RAMP_P_000000926",31,12960
"RAMP_P_000000927",54,12960
"RAMP_P_000000928",48,12960
"RAMP_P_000000929",34,12960
"RAMP_P_000000930",100,12960
"RAMP_P_000000931",88,12960
"RAMP_P_000000932",34,12960
"RAMP_P_000000933",20,12960
"RAMP_P_000000934",42,12960
"RAMP_P_000000935",23,12960
"RAMP_P_000000936",47,12960
"RAMP_P_000000937",6,12960
"RAMP_P_000000938",14,12960
"RAMP_P_000000939",21,12960
"RAMP_P_000000940",5,12960
"RAMP_P_000000941",65,12960
"RAMP_P_000000942",191,12960
"RAMP_P_000000943",50,12960
"RAMP_P_000000944",19,12960
"RAMP_P_000000945",11,12960
"RAMP_P_000000946",8,12960
"RAMP_P_000000947",151,12960
"RAMP_P_000000948",54,12960
"RAMP_P_000000949",44,12960
"RAMP_P_000000950",23,12960
"RAMP_P_000000951",22,12960
"RAMP_P_000000952",70,12960
"RAMP_P_000000953",46,12960
"RAMP_P_000000954",19,12960
"RAMP_P_000000955",71,12960
"RAMP_P_000000956",25,12960
"RAMP_P_000000957",127,12960
"RAMP_P_000000958",24,12960
"RAMP_P_000000959",19,12960
"RAMP_P_000000960",136,12960
"RAMP_P_000000961",7,12960
"RAMP_P_000000962",9,12960
"RAMP_P_000000963",37,12960
"RAMP_P_000000964",15,12960
"RAMP_P_000000965",16,12960
"RAMP_P_000000966",140,12960
"RAMP_P_000000967",49,12960
"RAMP_P_000000968",20,12960
"RAMP_P_000000969",34,12960
"RAMP_P_000000970",2,12960
"RAMP_P_000000971",22,12960
"RAMP_P_000000972",28,12960
"RAMP_P_000000973",17,12960
"RAMP_P_000000974",32,12960
"RAMP_P_000000975",38,12960
"RAMP_P_000000976",12,12960
"RAMP_P_000000977",92,12960
"RAMP_P_000000978",22,12960
"RAMP_P_000000979",40,12960
"RAMP_P_000000980",15,12960
"RAMP_P_000000981",31,12960
"RAMP_P_000000982",48,12960
"RAMP_P_000000983",37,12960
"RAMP_P_000000984",9,12960
"RAMP_P_000000985",24,12960
"RAMP_P_000000986",41,12960
"RAMP_P_000000987",170,12960
"RAMP_P_000000988",62,12960
"RAMP_P_000000989",11,12960
"RAMP_P_000000990",47,12960
"RAMP_P_000000991",69,12960
"RAMP_P_000000992",14,12960
"RAMP_P_000000993",84,12960
"RAMP_P_000000994",23,12960
"RAMP_P_000000995",34,12960
"RAMP_P_000000996",13,12960
"RAMP_P_000000997",10,12960
"RAMP_P_000000998",21,12960
"RAMP_P_000000999",20,12960
"RAMP_P_000001000",30,12960
"RAMP_P_000001001",92,12960
"RAMP_P_000001002",29,12960
"RAMP_P_000001003",30,12960
"RAMP_P_000001004",30,12960
"RAMP_P_000001005",7,12960
"RAMP_P_000001006",42,12960
"RAMP_P_000001007",61,12960
"RAMP_P_000001008",20,12960
"RAMP_P_000001009",13,12960
"RAMP_P_000001010",5,12960
"RAMP_P_000001011",38,12960
"RAMP_P_000001012",17,12960
"RAMP_P_000001013",5,12960
"RAMP_P_000001014",72,12960
"RAMP_P_000001015",19,12960
"RAMP_P_000001016",50,12960
"RAMP_P_000001017",0,12960
"RAMP_P_000001018",4,12960
"RAMP_P_000001019",80,12960
"RAMP_P_000001020",16,12960
"RAMP_P_000001021",33,12960
"RAMP_P_000001022",1,12960
"RAMP_P_000001023",22,12960
"RAMP_P_000001024",13,12960
"RAMP_P_000001025",105,12960
"RAMP_P_000001026",15,12960
"RAMP_P_000001027",31,12960
"RAMP_P_000001028",13,12960
"RAMP_P_000001029",47,12960
"RAMP_P_000001030",7,12960
"RAMP_P_000001031",53,12960
"RAMP_P_000001032",35,12960
"RAMP_P_000001033",165,12960
"RAMP_P_000001034",60,12960
"RAMP_P_000001035",92,12960
"RAMP_P_000001036",38,12960
"RAMP_P_000001037",14,12960
"RAMP_P_000001038",19,12960
"RAMP_P_000001039",138,12960
"RAMP_P_000001040",8,12960
"RAMP_P_000001041",57,12960
"RAMP_P_000001042",13,12960
"RAMP_P_000001043",54,12960
"RAMP_P_000001044",104,12960
"RAMP_P_000001045",26,12960
"RAMP_P_000001046",23,12960
"RAMP_P_000001047",68,12960
"RAMP_P_000001048",83,12960
"RAMP_P_000001049",16,12960
"RAMP_P_000001050",5,12960
"RAMP_P_000001051",9,12960
"RAMP_P_000001052",19,12960
"RAMP_P_000001053",13,12960
"RAMP_P_000001054",5,12960
"RAMP_P_000001055",6,12960
"RAMP_P_000001056",31,12960
"RAMP_P_000001057",10,12960
"RAMP_P_000001058",9,12960
"RAMP_P_000001059",87,12960
"RAMP_P_000001060",16,12960
"RAMP_P_000001061",31,12960
"RAMP_P_000001062",10,12960
"RAMP_P_000001063",16,12960
"RAMP_P_000001064",20,12960
"RAMP_P_000001065",77,12960
"RAMP_P_000001066",53,12960
"RAMP_P_000001067",68,12960
"RAMP_P_000001068",44,12960
"RAMP_P_000001069",8,12960
"RAMP_P_000001070",17,12960
"RAMP_P_000001071",17,12960
"RAMP_P_000001072",31,12960
"RAMP_P_000001073",32,12960
"RAMP_P_000001074",38,12960
"RAMP_P_000001075",16,12960
"RAMP_P_000001076",88,12960
"RAMP_P_000001077",6,12960
"RAMP_P_000001078",37,12960
"RAMP_P_000001079",7,12960
"RAMP_P_000001080",7,12960
"RAMP_P_000001081",12,12960
"RAMP_P_000001082",47,12960
"RAMP_P_000001083",31,12960
"RAMP_P_000001084",33,12960
"RAMP_P_000001085",24,12960
"RAMP_P_000001086",5,12960
"RAMP_P_000001087",22,12960
"RAMP_P_000001088",25,12960
"RAMP_P_000001089",6,12960
"RAMP_P_000001090",85,12960
"RAMP_P_000001091",8,12960
"RAMP_P_000001092",68,12960
"RAMP_P_000001093",74,12960
"RAMP_P_000001094",27,12960
"RAMP_P_000001095",38,12960
"RAMP_P_000001096",90,12960
"RAMP_P_000001097",15,12960
"RAMP_P_000001098",38,12960
"RAMP_P_000001099",168,12960
"RAMP_P_000001100",19,12960
"RAMP_P_000001101",24,12960
"RAMP_P_000001102",7,12960
"RAMP_P_000001103",32,12960
"RAMP_P_000001104",18,12960
"RAMP_P_000001105",40,12960
"RAMP_P_000001106",103,12960
"RAMP_P_000001107",15,12960
"RAMP_P_000001108",68,12960
"RAMP_P_000001109",54,12960
"RAMP_P_000001110",143,12960
"RAMP_P_000001111",25,12960
"RAMP_P_000001112",260,12960
"RAMP_P_000001113",26,12960
"RAMP_P_000001114",5,12960
"RAMP_P_000001115",11,12960
"RAMP_P_000001116",60,12960
"RAMP_P_000001117",103,12960
"RAMP_P_000001118",1079,12960
"RAMP_P_000001119",10,12960
"RAMP_P_000001120",112,12960
"RAMP_P_000001121",2,12960
"RAMP_P_000001122",0,12960
"RAMP_P_000001123",4,12960
"RAMP_P_000001124",76,12960
"RAMP_P_000001125",279,12960
"RAMP_P_000001126",23,12960
"RAMP_P_000001127",61,12960
"RAMP_P_000001128",13,12960
"RAMP_P_000001129",0,12960
"RAMP_P_000001130",114,12960
"RAMP_P_000001131",4,12960
"RAMP_P_000001132",107,12960
"RAMP_P_000001133",284,12960
"RAMP_P_000001134",8,12960
"RAMP_P_000001135",3,12960
"RAMP_P_000001136",51,12960
"RAMP_P_000001137",39,12960
"RAMP_P_000001138",3,12960
"RAMP_P_000001139",49,12960
"RAMP_P_000001140",0,12960
"RAMP_P_000001141",173,12960
"RAMP_P_000001142",46,12960
"RAMP_P_000001143",55,12960
"RAMP_P_000001144",97,12960
"RAMP_P_000001145",73,12960
"RAMP_P_000001146",61,12960
"RAMP_P_000001147",2,12960
"RAMP_P_000001148",3,12960
"RAMP_P_000001149",3,12960
"RAMP_P_000001150",0,12960
"RAMP_P_000001151",0,12960
"RAMP_P_000001152",347,12960
"RAMP_P_000001153",4,12960
"RAMP_P_000001154",45,12960
"RAMP_P_000001155",0,12960
"RAMP_P_000001156",28,12960
"RAMP_P_000001157",8,12960
"RAMP_P_000001158",18,12960
"RAMP_P_000001159",86,12960
"RAMP_P_000001160",29,12960
"RAMP_P_000001161",6,12960
"RAMP_P_000001162",7,12960
"RAMP_P_000001163",28,12960
"RAMP_P_000001164",11,12960
"RAMP_P_000001165",6,12960
"RAMP_P_000001166",4,12960
"RAMP_P_000001167",19,12960
"RAMP_P_000001168",0,12960
"RAMP_P_000001169",267,12960
"RAMP_P_000001170",39,12960
"RAMP_P_000001171",17,12960
"RAMP_P_000001172",14,12960
"RAMP_P_000001173",104,12960
"RAMP_P_000001174",53,12960
"RAMP_P_000001175",8,12960
"RAMP_P_000001176",2,12960
"RAMP_P_000001177",15,12960
"RAMP_P_000001178",9,12960
"RAMP_P_000001179",28,12960
"RAMP_P_000001180",4,12960
"RAMP_P_000001181",5,12960
"RAMP_P_000001182",7,12960
"RAMP_P_000001183",35,12960
"RAMP_P_000001184",6,12960
"RAMP_P_000001185",16,12960
"RAMP_P_000001186",241,12960
"RAMP_P_000001187",20,12960
"RAMP_P_000001188",20,12960
"RAMP_P_000001189",19,12960
"RAMP_P_000001190",42,12960
"RAMP_P_000001191",1,12960
"RAMP_P_000001192",57,12960
"RAMP_P_000001193",16,12960
"RAMP_P_000001194",19,12960
"RAMP_P_000001195",5,12960
"RAMP_P_000001196",80,12960
"RAMP_P_000001197",0,12960
"RAMP_P_000001198",50,12960
"RAMP_P_000001199",38,12960
"RAMP_P_000001200",560,12960
"RAMP_P_000001201",80,12960
"RAMP_P_000001202",98,12960
"RAMP_P_000001203",11,12960
"RAMP_P_000001204",10,12960
"RAMP_P_000001205",11,12960
"RAMP_P_000001206",9,12960
"RAMP_P_000001207",22,12960
"RAMP_P_000001208",12,12960
"RAMP_P_000001209",203,12960
"RAMP_P_000001210",57,12960
"RAMP_P_000001211",11,12960
"RAMP_P_000001212",2,12960
"RAMP_P_000001213",12,12960
"RAMP_P_000001214",45,12960
"RAMP_P_000001215",72,12960
"RAMP_P_000001216",40,12960
"RAMP_P_000001217",10,12960
"RAMP_P_000001218",1,12960
"RAMP_P_000001219",23,12960
"RAMP_P_000001220",7,12960
"RAMP_P_000001221",0,12960
"RAMP_P_000001222",23,12960
"RAMP_P_000001223",9,12960
"RAMP_P_000001224",18,12960
"RAMP_P_000001225",50,12960
"RAMP_P_000001226",55,12960
"RAMP_P_000001227",15,12960
"RAMP_P_000001228",14,12960
"RAMP_P_000001229",30,12960
"RAMP_P_000001230",91,12960
"RAMP_P_000001231",10,12960
"RAMP_P_000001232",27,12960
"RAMP_P_000001233",8,12960
"RAMP_P_000001234",1,12960
"RAMP_P_000001235",10,12960
"RAMP_P_000001236",27,12960
"RAMP_P_000001237",90,12960
"RAMP_P_000001238",14,12960
"RAMP_P_000001239",34,12960
"RAMP_P_000001240",264,12960
"RAMP_P_000001241",151,12960
"RAMP_P_000001242",0,12960
"RAMP_P_000001243",180,12960
"RAMP_P_000001244",142,12960
"RAMP_P_000001245",6,12960
"RAMP_P_000001246",480,12960
"RAMP_P_000001247",5,12960
"RAMP_P_000001248",21,12960
"RAMP_P_000001249",15,12960
"RAMP_P_000001250",44,12960
"RAMP_P_000001251",0,12960
"RAMP_P_000001252",1,12960
"RAMP_P_000001253",12,12960
"RAMP_P_000001254",403,12960
"RAMP_P_000001255",0,12960
"RAMP_P_000001256",24,12960
"RAMP_P_000001257",13,12960
"RAMP_P_000001258",13,12960
"RAMP_P_000001259",76,12960
"RAMP_P_000001260",26,12960
"RAMP_P_000001261",0,12960
"RAMP_P_000001262",63,12960
"RAMP_P_000001263",4,12960
"RAMP_P_000001264",4,12960
"RAMP_P_000001265",14,12960
"RAMP_P_000001266",205,12960
"RAMP_P_000001267",110,12960
"RAMP_P_000001268",56,12960
"RAMP_P_000001269",1,12960
"RAMP_P_000001270",117,12960
"RAMP_P_000001271",27,12960
"RAMP_P_000001272",432,12960
"RAMP_P_000001273",38,12960
"RAMP_P_000001274",74,12960
"RAMP_P_000001275",96,12960
"RAMP_P_000001276",6,12960
"RAMP_P_000001277",0,12960
"RAMP_P_000001278",94,12960
"RAMP_P_000001279",18,12960
"RAMP_P_000001280",5,12960
"RAMP_P_000001281",16,12960
"RAMP_P_000001282",12,12960
"RAMP_P_000001283",15,12960
"RAMP_P_000001284",5,12960
"RAMP_P_000001285",28,12960
"RAMP_P_000001286",50,12960
"RAMP_P_000001287",0,12960
"RAMP_P_000001288",53,12960
"RAMP_P_000001289",163,12960
"RAMP_P_000001290",267,12960
"RAMP_P_000001291",8,12960
"RAMP_P_000001292",38,12960
"RAMP_P_000001293",10,12960
"RAMP_P_000001294",66,12960
"RAMP_P_000001295",16,12960
"RAMP_P_000001296",5,12960
"RAMP_P_000001297",60,12960
"RAMP_P_000001298",442,12960
"RAMP_P_000001299",58,12960
"RAMP_P_000001300",0,12960
"RAMP_P_000001301",0,12960
"RAMP_P_000001302",14,12960
"RAMP_P_000001303",38,12960
"RAMP_P_000001304",22,12960
"RAMP_P_000001305",2,12960
"RAMP_P_000001306",7,12960
"RAMP_P_000001307",2118,12960
"RAMP_P_000001308",2,12960
"RAMP_P_000001309",26,12960
"RAMP_P_000001310",14,12960
"RAMP_P_000001311",30,12960
"RAMP_P_000001312",99,12960
"RAMP_P_000001313",13,12960
"RAMP_P_000001314",22,12960
"RAMP_P_000001315",0,12960
"RAMP_P_000001316",36,12960
"RAMP_P_000001317",1,12960
"RAMP_P_000001318",2,12960
"RAMP_P_000001319",0,12960
"RAMP_P_000001320",63,12960
"RAMP_P_000001321",113,12960
"RAMP_P_000001322",7,12960
"RAMP_P_000001323",82,12960
"RAMP_P_000001324",64,12960
"RAMP_P_000001325",12,12960
"RAMP_P_000001326",25,12960
"RAMP_P_000001327",10,12960
"RAMP_P_000001328",90,12960
"RAMP_P_000001329",0,12960
"RAMP_P_000001330",3,12960
"RAMP_P_000001331",19,12960
"RAMP_P_000001332",246,12960
"RAMP_P_000001333",95,12960
"RAMP_P_000001334",4,12960
"RAMP_P_000001335",13,12960
"RAMP_P_000001336",6,12960
"RAMP_P_000001337",94,12960
"RAMP_P_000001338",13,12960
"RAMP_P_000001339",3,12960
"RAMP_P_000001340",4,12960
"RAMP_P_000001341",20,12960
"RAMP_P_000001342",1,12960
"RAMP_P_000001343",101,12960
"RAMP_P_000001344",4,12960
"RAMP_P_000001345",3,12960
"RAMP_P_000001346",94,12960
"RAMP_P_000001347",40,12960
"RAMP_P_000001348",90,12960
"RAMP_P_000001349",10,12960
"RAMP_P_000001350",14,12960
"RAMP_P_000001351",16,12960
"RAMP_P_000001352",14,12960
"RAMP_P_000001353",10,12960
"RAMP_P_000001354",67,12960
"RAMP_P_000001355",99,12960
"RAMP_P_000001356",64,12960
"RAMP_P_000001357",14,12960
"RAMP_P_000001358",100,12960
"RAMP_P_000001359",2,12960
"RAMP_P_000001360",33,12960
"RAMP_P_000001361",28,12960
"RAMP_P_000001362",6,12960
"RAMP_P_000001363",0,12960
"RAMP_P_000001364",201,12960
"RAMP_P_000001365",14,12960
"RAMP_P_000001366",0,12960
"RAMP_P_000001367",17,12960
"RAMP_P_000001368",4,12960
"RAMP_P_000001369",2,12960
"RAMP_P_000001370",253,12960
"RAMP_P_000001371",32,12960
"RAMP_P_000001372",28,12960
"RAMP_P_000001373",27,12960
"RAMP_P_000001374",0,12960
"RAMP_P_000001375",11,12960
"RAMP_P_000001376",14,12960
"RAMP_P_000001377",14,12960
"RAMP_P_000001378",25,12960
"RAMP_P_000001379",71,12960
"RAMP_P_000001380",2,12960
"RAMP_P_000001381",33,12960
"RAMP_P_000001382",75,12960
"RAMP_P_000001383",75,12960
"RAMP_P_000001384",22,12960
"RAMP_P_000001385",5,12960
"RAMP_P_000001386",157,12960
"RAMP_P_000001387",26,12960
"RAMP_P_000001388",0,12960
"RAMP_P_000001389",3,12960
"RAMP_P_000001390",123,12960
"RAMP_P_000001391",9,12960
"RAMP_P_000001392",6,12960
"RAMP_P_000001393",12,12960
"RAMP_P_000001394",2,12960
"RAMP_P_000001395",24,12960
"RAMP_P_000001396",47,12960
"RAMP_P_000001397",6,12960
"RAMP_P_000001398",3,12960
"RAMP_P_000001399",32,12960
"RAMP_P_000001400",8,12960
"RAMP_P_000001401",21,12960
"RAMP_P_000001402",3,12960
"RAMP_P_000001403",17,12960
"RAMP_P_000001404",32,12960
"RAMP_P_000001405",85,12960
"RAMP_P_000001406",20,12960
"RAMP_P_000001407",0,12960
"RAMP_P_000001408",479,12960
"RAMP_P_000001409",9,12960
"RAMP_P_000001410",198,12960
"RAMP_P_000001411",0,12960
"RAMP_P_000001412",53,12960
"RAMP_P_000001413",1,12960
"RAMP_P_000001414",6,12960
"RAMP_P_000001415",3,12960
"RAMP_P_000001416",68,12960
"RAMP_P_000001417",3,12960
"RAMP_P_000001418",0,12960
"RAMP_P_000001419",12,12960
"RAMP_P_000001420",1352,12960
"RAMP_P_000001421",2657,12960
"RAMP_P_000001422",9,12960
"RAMP_P_000001423",7,12960
"RAMP_P_000001424",9,12960
"RAMP_P_000001425",19,12960
"RAMP_P_000001426",9,12960
"RAMP_P_000001427",24,12960
"RAMP_P_000001428",14,12960
"RAMP_P_000001429",12,12960
"RAMP_P_000001430",0,12960
"RAMP_P_000001431",72,12960
"RAMP_P_000001432",4,12960
"RAMP_P_000001433",4,12960
"RAMP_P_000001434",11,12960
"RAMP_P_000001435",60,12960
"RAMP_P_000001436",61,12960
"RAMP_P_000001437",4,12960
"RAMP_P_000001438",96,12960
"RAMP_P_000001439",0,12960
"RAMP_P_000001440",2,12960
"RAMP_P_000001441",6,12960
"RAMP_P_000001442",20,12960
"RAMP_P_000001443",107,12960
"RAMP_P_000001444",6,12960
"RAMP_P_000001445",0,12960
"RAMP_P_000001446",8,12960
"RAMP_P_000001447",60,12960
"RAMP_P_000001448",32,12960
"RAMP_P_000001449",11,12960
"RAMP_P_000001450",35,12960
"RAMP_P_000001451",0,12960
"RAMP_P_000001452",0,12960
"RAMP_P_000001453",10,12960
"RAMP_P_000001454",1215,12960
"RAMP_P_000001455",13,12960
"RAMP_P_000001456",13,12960
"RAMP_P_000001457",204,12960
"RAMP_P_000001458",0,12960
"RAMP_P_000001459",46,12960
"RAMP_P_000001460",13,12960
"RAMP_P_000001461",56,12960
"RAMP_P_000001462",0,12960
"RAMP_P_000001463",7,12960
"RAMP_P_000001464",22,12960
"RAMP_P_000001465",167,12960
"RAMP_P_000001466",245,12960
"RAMP_P_000001467",29,12960
"RAMP_P_000001468",15,12960
"RAMP_P_000001469",38,12960
"RAMP_P_000001470",21,12960
"RAMP_P_000001471",15,12960
"RAMP_P_000001472",61,12960
"RAMP_P_000001473",59,12960
"RAMP_P_000001474",24,12960
"RAMP_P_000001475",51,12960
"RAMP_P_000001476",12,12960
"RAMP_P_000001477",19,12960
"RAMP_P_000001478",3,12960
"RAMP_P_000001479",7,12960
"RAMP_P_000001480",9,12960
"RAMP_P_000001481",23,12960
"RAMP_P_000001482",27,12960
"RAMP_P_000001483",14,12960
"RAMP_P_000001484",0,12960
"RAMP_P_000001485",20,12960
"RAMP_P_000001486",9,12960
"RAMP_P_000001487",5,12960
"RAMP_P_000001488",88,12960
"RAMP_P_000001489",124,12960
"RAMP_P_000001490",33,12960
"RAMP_P_000001491",23,12960
"RAMP_P_000001492",18,12960
"RAMP_P_000001493",69,12960
"RAMP_P_000001494",9,12960
"RAMP_P_000001495",44,12960
"RAMP_P_000001496",80,12960
"RAMP_P_000001497",12,12960
"RAMP_P_000001498",23,12960
"RAMP_P_000001499",40,12960
"RAMP_P_000001500",35,12960
"RAMP_P_000001501",52,12960
"RAMP_P_000001502",24,12960
"RAMP_P_000001503",2,12960
"RAMP_P_000001504",28,12960
"RAMP_P_000001505",5,12960
"RAMP_P_000001506",0,12960
"RAMP_P_000001507",11,12960
"RAMP_P_000001508",3,12960
"RAMP_P_000001509",14,12960
"RAMP_P_000001510",297,12960
"RAMP_P_000001511",17,12960
"RAMP_P_000001512",48,12960
"RAMP_P_000001513",6,12960
"RAMP_P_000001514",60,12960
"RAMP_P_000001515",0,12960
"RAMP_P_000001516",42,12960
"RAMP_P_000001517",1,12960
"RAMP_P_000001518",1,12960
"RAMP_P_000001519",36,12960
"RAMP_P_000001520",3,12960
"RAMP_P_000001521",2,12960
"RAMP_P_000001522",6,12960
"RAMP_P_000001523",7,12960
"RAMP_P_000001524",55,12960
"RAMP_P_000001525",31,12960
"RAMP_P_000001526",6,12960
"RAMP_P_000001527",9,12960
"RAMP_P_000001528",4,12960
"RAMP_P_000001529",26,12960
"RAMP_P_000001530",92,12960
"RAMP_P_000001531",31,12960
"RAMP_P_000001532",261,12960
"RAMP_P_000001533",7,12960
"RAMP_P_000001534",24,12960
"RAMP_P_000001535",13,12960
"RAMP_P_000001536",0,12960
"RAMP_P_000001537",6,12960
"RAMP_P_000001538",8,12960
"RAMP_P_000001539",23,12960
"RAMP_P_000001540",47,12960
"RAMP_P_000001541",51,12960
"RAMP_P_000001542",19,12960
"RAMP_P_000001543",424,12960
"RAMP_P_000001544",6,12960
"RAMP_P_000001545",10,12960
"RAMP_P_000001546",0,12960
"RAMP_P_000001547",1,12960
"RAMP_P_000001548",10,12960
"RAMP_P_000001549",5,12960
"RAMP_P_000001550",26,12960
"RAMP_P_000001551",4,12960
"RAMP_P_000001552",15,12960
"RAMP_P_000001553",30,12960
"RAMP_P_000001554",21,12960
"RAMP_P_000001555",89,12960
"RAMP_P_000001556",95,12960
"RAMP_P_000001557",18,12960
"RAMP_P_000001558",31,12960
"RAMP_P_000001559",33,12960
"RAMP_P_000001560",76,12960
"RAMP_P_000001561",18,12960
"RAMP_P_000001562",6,12960
"RAMP_P_000001563",11,12960
"RAMP_P_000001564",39,12960
"RAMP_P_000001565",13,12960
"RAMP_P_000001566",44,12960
"RAMP_P_000001567",111,12960
"RAMP_P_000001568",8,12960
"RAMP_P_000001569",66,12960
"RAMP_P_000001570",33,12960
"RAMP_P_000001571",185,12960
"RAMP_P_000001572",1,12960
"RAMP_P_000001573",5,12960
"RAMP_P_000001574",207,12960
"RAMP_P_000001575",10,12960
"RAMP_P_000001576",30,12960
"RAMP_P_000001577",126,12960
"RAMP_P_000001578",53,12960
"RAMP_P_000001579",193,12960
"RAMP_P_000001580",11,12960
"RAMP_P_000001581",8,12960
"RAMP_P_000001582",44,12960
"RAMP_P_000001583",9,12960
"RAMP_P_000001584",11,12960
"RAMP_P_000001585",92,12960
"RAMP_P_000001586",55,12960
"RAMP_P_000001587",1,12960
"RAMP_P_000001588",10,12960
"RAMP_P_000001589",3,12960
"RAMP_P_000001590",14,12960
"RAMP_P_000001591",0,12960
"RAMP_P_000001592",24,12960
"RAMP_P_000001593",60,12960
"RAMP_P_000001594",8,12960
"RAMP_P_000001595",0,12960
"RAMP_P_000001596",10,12960
"RAMP_P_000001597",27,12960
"RAMP_P_000001598",34,12960
"RAMP_P_000001599",4,12960
"RAMP_P_000001600",5,12960
"RAMP_P_000001601",11,12960
"RAMP_P_000001602",78,12960
"RAMP_P_000001603",38,12960
"RAMP_P_000001604",14,12960
"RAMP_P_000001605",16,12960
"RAMP_P_000001606",26,12960
"RAMP_P_000001607",281,12960
"RAMP_P_000001608",9,12960
"RAMP_P_000001609",43,12960
"RAMP_P_000001610",429,12960
"RAMP_P_000001611",2,12960
"RAMP_P_000001612",4,12960
"RAMP_P_000001613",37,12960
"RAMP_P_000001614",10,12960
"RAMP_P_000001615",2,12960
"RAMP_P_000001616",8,12960
"RAMP_P_000001617",0,12960
"RAMP_P_000001618",75,12960
"RAMP_P_000001619",0,12960
"RAMP_P_000001620",25,12960
"RAMP_P_000001621",32,12960
"RAMP_P_000001622",14,12960
"RAMP_P_000001623",7,12960
"RAMP_P_000001624",7,12960
"RAMP_P_000001625",6,12960
"RAMP_P_000001626",33,12960
"RAMP_P_000001627",94,12960
"RAMP_P_000001628",2,12960
"RAMP_P_000001629",0,12960
"RAMP_P_000001630",4,12960
"RAMP_P_000001631",6,12960
"RAMP_P_000001632",14,12960
"RAMP_P_000001633",17,12960
"RAMP_P_000001634",95,12960
"RAMP_P_000001635",21,12960
"RAMP_P_000001636",108,12960
"RAMP_P_000001637",309,12960
"RAMP_P_000001638",51,12960
"RAMP_P_000001639",7,12960
"RAMP_P_000001640",10,12960
